64	20	5	115	1	0
64	20	10	118	1	0
64	20	4	64	1	0
64	20	7	97	1	0
64	20	11	115	1	0
64	20	3	114	1	0
64	20	0	97	1	0
64	20	1	375	1	0
64	20	8	126	1	0
64	20	9	115	1	0
64	20	2	98	1	0
64	21	3	114	1	0
64	21	0	97	1	0
64	21	1	375	1	0
64	21	8	126	1	0
64	21	9	115	1	0
64	21	2	98	1	0
64	21	5	115	1	0
64	21	10	118	1	0
64	21	4	64	1	0
64	21	7	97	1	0
64	21	11	115	1	0
64	22	2	98	1	0
64	22	5	115	1	0
64	22	10	118	1	0
64	22	4	64	1	0
64	22	7	97	1	0
64	22	11	115	1	0
64	22	3	114	1	0
64	22	0	97	1	0
64	22	1	375	1	0
64	22	8	126	1	0
64	22	9	115	1	0
65	20	11	116	1	0
65	20	3	115	1	0
65	20	0	98	1	0
65	20	1	376	1	0
65	20	8	127	1	0
65	20	9	116	1	0
65	20	2	99	1	0
65	20	5	116	1	0
65	20	10	119	1	0
65	20	4	65	1	0
65	20	7	98	1	0
65	21	5	116	1	0
65	21	10	119	1	0
65	21	4	65	1	0
65	21	7	98	1	0
65	21	11	116	1	0
65	21	3	115	1	0
65	21	0	98	1	0
65	21	1	376	1	0
65	21	8	127	1	0
65	21	9	116	1	0
65	21	2	99	1	0
65	22	10	119	1	0
65	22	4	65	1	0
65	22	7	98	1	0
65	22	11	116	1	0
65	22	3	115	1	0
65	22	0	98	1	0
65	22	1	376	1	0
65	22	8	127	1	0
65	22	9	116	1	0
65	22	2	99	1	0
65	22	5	116	1	0
66	22	5	117	1	0
66	22	10	120	1	0
66	22	4	66	1	0
66	22	7	99	1	0
66	22	11	117	1	0
66	22	3	116	1	0
66	22	0	99	1	0
66	22	1	377	1	0
66	22	8	128	1	0
66	22	9	117	1	0
66	22	2	100	1	0
66	23	11	117	1	0
66	23	3	116	1	0
66	23	0	99	1	0
66	23	1	377	1	0
66	23	8	128	1	0
66	23	9	117	1	0
66	23	2	100	1	0
66	23	5	117	1	0
66	23	10	120	1	0
66	23	4	66	1	0
66	23	7	99	1	0
66	24	0	99	1	1
66	24	1	377	1	1
66	24	8	128	1	1
66	24	9	117	1	1
66	24	2	100	1	1
66	24	5	117	1	1
66	24	10	120	1	1
66	24	4	66	1	1
66	24	7	99	1	1
66	24	11	117	1	1
66	24	3	116	1	1
67	22	1	378	1	0
67	22	8	129	1	0
67	22	9	118	1	0
67	22	2	101	1	0
67	22	5	118	1	0
67	22	10	121	1	0
67	22	4	67	1	0
67	22	7	100	1	0
67	22	11	118	1	0
67	22	3	117	1	0
67	22	0	100	1	0
67	23	3	117	1	1
67	23	0	100	1	1
67	23	1	378	1	1
67	23	8	129	1	1
67	23	9	118	1	1
67	23	2	101	1	1
67	23	5	118	1	1
67	23	10	121	1	1
67	23	4	67	1	1
67	23	7	100	1	1
67	23	11	118	1	1
67	24	3	117	1	1
67	24	0	100	1	1
67	24	1	378	1	1
67	24	8	129	1	1
67	24	9	118	1	1
67	24	2	101	1	1
67	24	5	118	1	1
67	24	10	121	1	1
67	24	4	67	1	1
67	24	7	100	1	1
67	24	11	118	1	1
68	22	4	68	0	1
68	22	7	101	0	1
68	22	11	119	0	1
68	22	3	118	0	1
68	22	0	101	0	1
68	22	1	379	0	1
68	22	8	130	0	1
68	22	9	119	0	1
68	22	2	102	0	1
68	22	5	119	0	1
68	22	10	122	0	1
68	23	11	119	0	1
68	23	3	118	0	1
68	23	0	101	0	1
68	23	1	379	0	1
68	23	8	130	0	1
68	23	9	119	0	1
68	23	2	102	0	1
68	23	5	119	0	1
68	23	10	122	0	1
68	23	4	68	0	1
68	23	7	101	0	1
69	21	10	123	1	1
69	21	4	69	1	1
69	21	7	102	1	1
69	21	11	120	1	1
69	21	3	119	1	1
69	21	0	102	1	1
69	21	1	380	1	1
69	21	8	131	1	1
69	21	9	120	1	1
69	21	2	103	1	1
69	21	5	120	1	1
69	22	3	119	1	1
69	22	0	102	1	1
69	22	1	380	1	1
69	22	8	131	1	1
69	22	9	120	1	1
69	22	2	103	1	1
69	22	5	120	1	1
69	22	10	123	1	1
69	22	4	69	1	1
69	22	7	102	1	1
69	22	11	120	1	1
70	21	1	381	1	1
70	21	8	132	1	1
70	21	9	121	1	1
70	21	2	104	1	1
70	21	5	121	1	1
70	21	10	124	1	1
70	21	4	70	1	1
70	21	7	103	1	1
70	21	11	121	1	1
70	21	3	120	1	1
70	21	0	103	1	1
70	22	8	132	1	1
70	22	9	121	1	1
70	22	2	104	1	1
70	22	5	121	1	1
70	22	10	124	1	1
70	22	4	70	1	1
70	22	7	103	1	1
70	22	11	121	1	1
70	22	3	120	1	1
70	22	0	103	1	1
70	22	1	381	1	1
71	21	9	122	1	1
71	21	2	105	1	1
71	21	5	122	1	1
71	21	10	125	1	1
71	21	4	71	1	1
71	21	7	104	1	1
71	21	11	122	1	1
71	21	3	121	1	1
71	21	0	104	1	1
71	21	1	382	1	1
71	21	8	133	1	1
71	22	0	104	1	1
71	22	1	382	1	1
71	22	8	133	1	1
71	22	9	122	1	1
71	22	2	105	1	1
71	22	5	122	1	1
71	22	10	125	1	1
71	22	4	71	1	1
71	22	7	104	1	1
71	22	11	122	1	1
71	22	3	121	1	1
72	22	3	122	0	1
72	22	0	105	0	1
72	22	1	383	0	1
72	22	8	134	0	1
72	22	9	123	0	1
72	22	2	106	0	1
72	22	5	123	0	1
72	22	10	126	0	1
72	22	4	72	0	1
72	22	7	105	0	1
72	22	11	123	0	1
73	21	3	123	0	1
73	21	0	106	0	1
73	21	1	384	0	1
73	21	8	135	0	1
73	21	9	124	0	1
73	21	2	107	0	1
73	21	5	124	0	1
73	21	10	127	0	1
73	21	4	73	0	1
73	21	7	106	0	1
73	21	11	124	0	1
73	22	7	106	1	1
73	22	11	124	1	1
73	22	3	123	1	1
73	22	0	106	1	1
73	22	1	384	1	1
73	22	8	135	1	1
73	22	9	124	1	1
73	22	2	107	1	1
73	22	5	124	1	1
73	22	10	127	1	1
73	22	4	73	1	1
73	23	11	124	1	1
73	23	3	123	1	1
73	23	0	106	1	1
73	23	1	384	1	1
73	23	8	135	1	1
73	23	9	124	1	1
73	23	2	107	1	1
73	23	5	124	1	1
73	23	10	127	1	1
73	23	4	73	1	1
73	23	7	106	1	1
74	21	5	125	1	1
74	21	10	128	1	1
74	21	4	74	1	1
74	21	7	107	1	1
74	21	11	125	1	1
74	21	3	124	1	1
74	21	0	107	1	1
74	21	1	385	1	1
74	21	8	136	1	1
74	21	9	125	1	1
74	21	2	108	1	1
74	22	7	107	1	1
74	22	11	125	1	1
74	22	3	124	1	1
74	22	0	107	1	1
74	22	1	385	1	1
74	22	8	136	1	1
74	22	9	125	1	1
74	22	2	108	1	1
74	22	5	125	1	1
74	22	10	128	1	1
74	22	4	74	1	1
74	23	11	125	1	1
74	23	3	124	1	1
74	23	0	107	1	1
74	23	1	385	1	1
74	23	8	136	1	1
74	23	9	125	1	1
74	23	2	108	1	1
74	23	5	125	1	1
74	23	10	128	1	1
74	23	4	74	1	1
74	23	7	107	1	1
75	22	10	129	1	1
75	22	4	75	1	1
75	22	7	108	1	1
75	22	11	126	1	1
75	22	3	125	1	1
75	22	0	108	1	1
75	22	1	386	1	1
75	22	8	137	1	1
75	22	9	126	1	1
75	22	2	109	1	1
75	22	5	126	1	1
75	23	4	75	1	1
75	23	7	108	1	1
75	23	11	126	1	1
75	23	3	125	1	1
75	23	0	108	1	1
75	23	1	386	1	1
75	23	8	137	1	1
75	23	9	126	1	1
75	23	2	109	1	1
75	23	5	126	1	1
75	23	10	129	1	1
75	24	3	125	1	1
75	24	0	108	1	1
75	24	1	386	1	1
75	24	8	137	1	1
75	24	9	126	1	1
75	24	2	109	1	1
75	24	5	126	1	1
75	24	10	129	1	1
75	24	4	75	1	1
75	24	7	108	1	1
75	24	11	126	1	1
75	25	2	109	1	0
75	25	5	126	1	0
75	25	10	129	1	0
75	25	4	75	1	0
75	25	7	108	1	0
75	25	11	126	1	0
75	25	3	125	1	0
75	25	0	108	1	0
75	25	1	386	1	0
75	25	8	137	1	0
75	25	9	126	1	0
76	23	0	109	1	1
76	23	1	387	1	1
76	23	8	138	1	1
76	23	9	127	1	1
76	23	2	110	1	1
76	23	5	127	1	1
76	23	10	130	1	1
76	23	4	76	1	1
76	23	7	109	1	1
76	23	11	127	1	1
76	23	3	126	1	1
76	24	11	127	1	0
76	24	3	126	1	0
76	24	0	109	1	0
76	24	1	387	1	0
76	24	8	138	1	0
76	24	9	127	1	0
76	24	2	110	1	0
76	24	5	127	1	0
76	24	10	130	1	0
76	24	4	76	1	0
76	24	7	109	1	0
76	25	1	387	1	1
76	25	8	138	1	1
76	25	9	127	1	1
76	25	2	110	1	1
76	25	5	127	1	1
76	25	10	130	1	1
76	25	4	76	1	1
76	25	7	109	1	1
76	25	11	127	1	1
76	25	3	126	1	1
76	25	0	109	1	1
77	24	8	139	1	1
77	24	9	128	1	1
77	24	2	111	1	1
77	24	5	128	1	1
77	24	10	131	1	1
77	24	4	77	1	1
77	24	7	110	1	1
77	24	11	128	1	1
77	24	3	127	1	1
77	24	0	110	1	1
77	24	1	388	1	1
77	25	3	127	1	1
77	25	0	110	1	1
77	25	1	388	1	1
77	25	8	139	1	1
77	25	9	128	1	1
77	25	2	111	1	1
77	25	5	128	1	1
77	25	10	131	1	1
77	25	4	77	1	1
77	25	7	110	1	1
77	25	11	128	1	1
78	24	7	111	0	1
78	24	11	129	0	1
78	24	3	128	0	1
78	24	0	111	0	1
78	24	1	389	0	1
78	24	8	140	0	1
78	24	9	129	0	1
78	24	2	112	0	1
78	24	5	129	0	1
78	24	10	132	0	1
78	24	4	78	0	1
78	25	9	129	0	1
78	25	2	112	0	1
78	25	5	129	0	1
78	25	10	132	0	1
78	25	4	78	0	1
78	25	7	111	0	1
78	25	11	129	0	1
78	25	3	128	0	1
78	25	0	111	0	1
78	25	1	389	0	1
78	25	8	140	0	1
79	24	9	130	0	1
79	24	2	113	0	1
79	24	5	130	0	1
79	24	10	133	0	1
79	24	4	79	0	1
79	24	7	112	0	1
79	24	11	130	0	1
79	24	3	129	0	1
79	24	0	112	0	1
79	24	1	390	0	1
79	24	8	141	0	1
80	23	9	131	0	1
80	23	2	114	0	1
80	23	5	131	0	1
80	23	10	134	0	1
80	23	4	80	0	1
80	23	7	113	0	1
80	23	11	131	0	1
80	23	3	130	0	1
80	23	0	113	0	1
80	23	1	391	0	1
80	23	8	142	0	1
80	24	9	131	0	1
80	24	2	114	0	1
80	24	5	131	0	1
80	24	10	134	0	1
80	24	4	80	0	1
80	24	7	113	0	1
80	24	11	131	0	1
80	24	3	130	0	1
80	24	0	113	0	1
80	24	1	391	0	1
80	24	8	142	0	1
81	23	7	114	0	1
81	23	11	132	0	1
81	23	3	131	0	1
81	23	0	114	0	1
81	23	1	392	0	1
81	23	8	143	0	1
81	23	9	132	0	1
81	23	2	115	0	1
81	23	5	132	0	1
